"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN041_RS...Taxa.de.terceirização.dos.varredores....","IN042_RS...Taxa.de.terceirização.da.extensão.varrida....","IN043_RS...Custo.unitário.médio.do.serviço.de.varrição..prefeitura...empresas.contratadas...R..Km.","IN044_RS...Produtividade.média.dos.varredores..prefeitura...empresas.contratadas...Km.empreg.dia.","IN045_RS...Taxa.de.varredores.em.relação.à.população.urbana..empreg.1000.hab.","IN046_RS...Incidência.do.custo.do.serviço.de.varrição.no.custo.total.com.manejo.de.rsu....","IN047_RS...Incidência.de.varredores.no.total.de.empregados.no.manejo.de.rsu....","IN048_RS...Extensão.total.anual.varrida.per.capita..Km.habitante.ano.","IN051_RS...Taxa.de.capinadores.em.relação.à.população.urbana..empreg.1000.hab.","IN052_RS...Incidência.de.capinadores.no.total.empregados.no.manejo.de.rsu...."
241440,"Touros","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241445,"Triunfo Potiguar","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241450,"Umarizal","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241460,"Upanema","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24146040] PREFEITURA MUNICIPAL DE UPANEMA - PMU","Água; Res Sólidos",100,NA,NA,NA,0.72,NA,50,NA,0.43,30
241470,"Várzea","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147040] Prefeitura Municipal de Várzea - PMV","Água; Res Sólidos",100,NA,NA,NA,2.2,64.33,66.67,NA,0,0
241475,"Venha-Ver","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147540] PREFEITURA MUNICIPAL DE VENHA-VER - PMVV","Água; Res Sólidos",0,NA,NA,NA,4.64,66.67,66.67,NA,0,0
241480,"Vera Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241490,"Viçosa","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24149040] PREFEITURA MUNICIPAL DE VIÇOSA - PMV","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250010,"Água Branca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250020,"Aguiar","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25002040] Prefeitura Municipal de Aguiar - PMA","Água; Res Sólidos",0,NA,NA,NA,8.82,NA,60,NA,1.84,12.5
250053,"Alcantil","PB",2015,"[25005311] Prefeitura Municipal de Alcantil - PMA; [25005340] Secretaria de Infraestrutura - SIE","Água e Esgoto; Res Sólidos",0,NA,NA,NA,3.26,0,50,NA,1.4,21.43
250057,"Algodão de Jandaíra","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250070,"São João do Rio do Peixe","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007040] Prefeitura Municipal de São João do Rio do Peixe-PB - PMSJRP","Água; Res Sólidos",NA,NA,NA,NA,NA,25,NA,NA,NA,NA
250073,"Amparo","PB",2015,"[25007311] Prefeitura Municipal de Amparo - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250077,"Aparecida","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007740] Prefeitura Municpal de Aparecida - PMA","Água; Res Sólidos",0,NA,NA,0.58,3.06,NA,41.38,0.55,2.04,27.59
250090,"Arara","PB",2015,"[25009011] Prefeitura Municipal de Arara - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25009040] Prefeitura Municipal de Arara - PMA","Esgoto; Água; Res Sólidos",0,NA,49.33,1.11,2.12,52.88,57.14,0.74,0.21,5.71
250100,"Araruna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25010040] PREFEITURA MUNICIPAL DE ARARUNA - PMA","Água e Esgoto; Res Sólidos",0,NA,NA,NA,1.01,32.41,26.32,NA,1.01,26.32
250115,"Areia de Baraúnas","PB",2015,"[25011511] Prefeitura Municipal de Areia de Baraunas - PMAB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25011540] Prefeitura Municipal de Areia de Baraúnas - PMAB","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250120,"Areial","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25012040] Prefeitura Municipal - PMA","Água; Res Sólidos",25,NA,NA,NA,0.82,0,36.36,NA,0,0
250130,"Aroeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25013040] Prefeitura Municipal de Aroeiras - PMA","Água; Res Sólidos",0,NA,NA,NA,0.63,61.73,20,NA,1.04,33.33
250135,"Assunção","PB",2015,"[25013540] PREFEITURA MUNICIPAL DE ASSUNÇÃO - PMA","Res Sólidos",0,NA,NA,NA,3.23,61.78,47.62,NA,0.97,14.29
250150,"Bananeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250153,"Baraúna","PB",2015,"[25015340] PREFEITURA MUNICIPAL DE BARAÚNA - PMB","Res Sólidos",0,NA,NA,NA,1.39,45.45,45.45,NA,0.28,9.09
250157,"Barra de Santana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25015740] Prefeitura Municipal de Barra de Santana - PMBS","Água; Res Sólidos",NA,NA,NA,NA,NA,24.31,NA,NA,NA,NA
250160,"Barra de Santa Rosa","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250170,"Barra de São Miguel","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25017040] PREFEITURA MUNICIPAL DE BARRA DE SÃO MIGUEL - PMBSM","Água; Res Sólidos",0,NA,10.18,2.34,6.03,39.86,53.57,4.42,0.4,3.57
250200,"Belém do Brejo do Cruz","PB",2015,"[25020011] Prefeitura Municipal de Belém do Brejo do Cruz - PMBBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25020040] PREFEITURA MUNICIPAL DE BELÉM DO BREJO DO CRUZ - PMBBC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA
250205,"Bernardino Batista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250210,"Boa Ventura","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021040] prefeitura municipal de boa ventura - PMBV","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250215,"Boa Vista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021540] PREFEITURA MUNICIPAL DE BOA VISTA - PMBV","Água; Res Sólidos",0,NA,NA,NA,0.85,0,33.33,NA,0.56,22.22
250220,"Bom Jesus","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25022040] Prefeitura Municipal de Bom Jesus - PMBJ","Água; Res Sólidos",100,NA,NA,NA,3.84,0,40,NA,3.84,40
250230,"Bom Sucesso","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25023040] SECRETARIA DE INFRAESTRUTURA - SIE","Água; Res Sólidos",0,NA,NA,NA,7.92,63.92,69.57,NA,0,0
250240,"Bonito de Santa Fé","PB",2015,"[25024011] Prefeitura Municipal de Bonito de Santa Fé - PMBSF; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25024040] Prefeitura Municipal de Bonito de Santa Fé - PMBSF","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,20,NA,NA,NA,NA
250250,"Boqueirão","PB",2015,"[25025011] Prefeitura Municipal de Boqueirão - PMB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25025040] Prefeitura Municipal de Boqueirão - PMB","Esgoto; Água; Res Sólidos",0,NA,NA,NA,1.43,NA,50,NA,0.48,16.67
250260,"Igaracy","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25026040] Secretaria de Infraestrutura - Sec Infraest","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250280,"Brejo do Cruz","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250290,"Brejo dos Santos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250310,"Cabaceiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250330,"Cachoeira dos Índios","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25033040] Prefeitura Municipal de Cachoeira Dos Índios - PMCÍ","Água; Res Sólidos",100,NA,NA,NA,2.77,60.19,55.56,NA,0.55,11.11
250340,"Cacimba de Areia","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25034040] Prefeitura Municipal de Cacimba de Areia - PMCA","Água; Res Sólidos",0,NA,NA,NA,4.58,NA,50,NA,1.14,12.5
250350,"Cacimba de Dentro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035040] PREFEITURA MUNICIPAL DE CACIMBA DE DENTRO - PMCD","Água; Res Sólidos",NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA
250355,"Cacimbas","PB",2015,"[25035511] Prefeitura Municipal de Cacimbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035540] Prefeitura Municipal de Cacimbas - PMC","Esgoto; Água; Res Sólidos",62.5,NA,NA,NA,4.67,NA,47.06,NA,0.58,5.88
250360,"Caiçara","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250370,"Cajazeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037040] Secretaria Executiva de Meio Ambiente - SEMAC","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250375,"Cajazeirinhas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037540] PREFEITURA MUNICIPAL DE CAJAZEIRINHAS - PMC","Água e Esgoto; Res Sólidos",0,NA,329.88,0.26,2.87,38.76,37.5,0.23,0,0
250390,"Camalaú","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25039040] Prefeitura Municipal de Camalaú/PB - PM","Água e Esgoto; Res Sólidos",0,NA,38.85,1.3,4.34,76.47,76.47,1.77,0,0
250400,"Campina Grande","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25040040] SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE - SESUMA","Água e Esgoto; Res Sólidos",0,NA,77.9,0.88,0.65,13.26,39.62,0.18,0.28,17.3
250407,"Caraúbas","PB",2015,"[25040711] Prefeitura Municipal de Caraúbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250410,"Carrapateira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041040] PREFEITURA MUNICIPAL DE CARRAPATEIRA - PMC","Água; Res Sólidos",NA,NA,NA,NA,NA,48.48,NA,NA,NA,NA
250415,"Casserengue","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041540] Prefeitura Municipal de Casserengue - PMC","Água; Res Sólidos",0,NA,NA,NA,1.66,NA,46.15,NA,0,0
250420,"Catingueira","PB",2015,"[25042011] Prefeitura Municipal de Catingueira - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25042040] Prefeitura Municipal de Catingueira - PMC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250430,"Catolé do Rocha","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043040] Prefeitura Municipal de Catolé do Rocha PB - PMCR","Água e Esgoto; Res Sólidos",0,NA,NA,NA,1.12,NA,39.68,NA,0.27,9.52
250435,"Caturité","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043540] Secretaria Municipal de Infraestrutura - SEINFRA","Água; Res Sólidos",0,NA,NA,NA,3.71,NA,57.14,NA,0,0
250440,"Conceição","PB",2015,"[25044011] Prefeitura Municipal de Conceição - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25044040] Prefeitura Municipal de Conceição - PMC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,18.75,NA,NA,NA,NA
250450,"Condado","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250470,"Congo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25047040] PREFEITURA MUNICIPAL DE CONGO - PMC","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250480,"Coremas","PB",2015,"[25048040] Prefeitura Municipal Coremas - PM","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250485,"Coxixola","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25048540] PREFEITURA MUNICIPAL DE COXIXOLA - PMC","Água; Res Sólidos",NA,NA,NA,NA,NA,46.15,NA,NA,NA,NA
250500,"Cubati","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250510,"Cuité","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250530,"Curral Velho","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250535,"Damião","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25053540] Prefeitura Municipal de Damião - PMD","Água; Res Sólidos",NA,NA,NA,NA,NA,36.36,NA,NA,NA,NA
250540,"Desterro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25054040] Prefeitura Municipal de Desterro - PMD","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250550,"Vista Serrana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250560,"Diamante","PB",2015,"[25056011] Prefeitura Municipal de Diamante - PMD; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25056040] PREFEITURA MUNICIPAL DE DIAMANTE - PMD","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250570,"Dona Inês","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25057040] SECRETARIA MUNICIPA DE INFRAESTRUTURA - SMIE","Água; Res Sólidos",0,NA,NA,NA,2.16,17.99,26.32,NA,1.3,15.79
250590,"Emas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25059040] PREFEITURA MUNICIPAL DE EMAS - PME","Água; Res Sólidos",0,NA,NA,NA,6.25,NA,51.85,NA,2.68,22.22
250600,"Esperança","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25060040] Prefeitura Municipal de Esperança - pb","Água; Res Sólidos",100,NA,NA,NA,0.88,31.91,33.9,NA,0.26,10.17
250610,"Fagundes","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25061040] PREFEITURA MUNICIPAL DE FAGUNDES - PMF","Água; Res Sólidos",91.67,NA,NA,NA,2.2,69.86,66.67,NA,0.37,11.11
250620,"Frei Martinho","PB",2015,"[25062011] Prefeitura Municipal de Frei Martinho - PMFM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25062040] PREFEITURA MUNICIPAL DE FREI MARTINHO - PMFM","Esgoto; Água; Res Sólidos",0,NA,NA,NA,2.72,58.67,45.45,NA,1.09,18.18
250625,"Gado Bravo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250650,"Gurjão","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250660,"Ibiara","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25066040] Prefeitura Municipal de Ibiara - PMI","Água; Res Sólidos",0,NA,NA,NA,1.64,NA,30,NA,0.82,15
250670,"Imaculada","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25067040] Prefeitura Municipal de Imaculada - PMI","Água; Res Sólidos",0,NA,NA,NA,4.2,NA,42.31,NA,2.48,25
250680,"Ingá","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250690,"Itabaiana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250700,"Itaporanga","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250720,"Itatuba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25072040] Prefeitura Municipal de Itatuba - PMI","Água; Res Sólidos",100,NA,NA,NA,1.28,NA,42.11,NA,0.32,10.53
250740,"Jericó","PB",2015,"[25074011] Prefeitura Municipal de Jericó - PMJ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25074040] SECRETARIA MUNICIPAL DE SAUDE - SMS","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
250770,"Juazeirinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250780,"Junco do Seridó","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250800,"Juru","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25080040] PREFEITURA MUNICIPAL DE JURU - PMJ","Água; Res Sólidos",16.67,NA,NA,NA,8.2,NA,75,NA,1.37,12.5
250810,"Lagoa","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250830,"Lagoa Seca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25083040] Prefeitura Municipal de Lagoa seca - PMLS","Água e Esgoto; Res Sólidos",0,NA,NA,NA,3.78,63.15,64.62,NA,1.08,18.46
250840,"Lastro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25084040] PREFEITURA MUNICIPAL DE LASTRO - PML","Água; Res Sólidos",NA,NA,NA,NA,NA,41.18,NA,NA,NA,NA
250850,"Livramento","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250855,"Logradouro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25085540] PREFEITURA MUNICIPAL DE LOGRADOURO - PML","Água; Res Sólidos",NA,NA,NA,NA,NA,20,NA,NA,NA,NA
250870,"Mãe D Água","PB",2015,"[25087011] Prefeitura Municipal de Mãe D'Água - PMMA; [25087040] Prefeitura Municipal de Mãe D`água - PMMD","Água e Esgoto; Res Sólidos",0,NA,NA,NA,6.36,62.5,62.5,NA,0,0
250880,"Malta","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25088040] Prefeitura Municipal de Malta - PMM","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250900,"Manaíra","PB",2015,"[25090011] Prefeitura Municipal de Manaíra - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25090040] SECRETARIA DE INFRAESTRUTURA - SMIE","Esgoto; Água; Res Sólidos",0,NA,NA,NA,0.97,22.22,22.22,NA,0.32,7.41
250915,"Marizópolis","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250920,"Massaranduba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250937,"Mato Grosso","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093740] PREFEITURA MUNICIPAL DE MATO GROSSO - PMMG","Água; Res Sólidos",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
250939,"Maturéia","PB",2015,"[25093911] Prefeitura Municipal de Maturéia - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093940] Prefeitura Municipal de Matureia - PB - PMM","Esgoto; Água; Res Sólidos",0,NA,NA,NA,2.15,NA,42.86,NA,1.43,28.57
250940,"Mogeiro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25094040] Prefeitura Municipal de Mogeiro - PMM","Água; Res Sólidos",0,NA,129.72,0.28,4.2,45.05,55.56,0.36,0.67,8.89
250950,"Montadas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25095040] PREFEITURA MUNICIPAL DE MONTADAS - PMM","Água; Res Sólidos",NA,NA,NA,NA,NA,0,NA,NA,NA,NA
250960,"Monte Horebe","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250970,"Monteiro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250990,"Natuba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN","Água; Res Sólidos",0,NA,NA,NA,4.17,42.93,100,NA,0,0
251000,"Nazarezinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251010,"Nova Floresta","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251020,"Nova Olinda","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251030,"Nova Palmeira","PB",2015,"[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Esgoto; Água; Res Sólidos",0,NA,NA,NA,2.86,75,47.06,NA,0.71,11.76
251040,"Olho D ÁGUA","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos",NA,NA,NA,NA,NA,61.54,NA,NA,NA,NA
251050,"Olivedos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251060,"Ouro Velho","PB",2015,"[25106011] Prefeitura Municipal de Ouro Velho - PMOV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25106040] Prefeitura Municipal de Ouro Velho - PMOV","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251065,"Parari","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251070,"Passagem","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251080,"Patos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25108040] Secretaria Municipal de Meio Ambiente - SEMADS","Água e Esgoto; Res Sólidos",100,100,77.76,1.73,0.21,18.9,24.18,0.12,0.21,24.18
251090,"Paulista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25109040] Prefeitura Municipal de Paulista - PMP","Água; Res Sólidos",0,NA,NA,NA,5.06,52.23,54.55,NA,0.67,7.27
251100,"Pedra Branca","PB",2015,"[25110011] Prefeitura Municipal de Pedra Branca - PMPB; [25110040] Prefeitura Municipal de Pedra Branca - PMPB","Água e Esgoto; Res Sólidos",0,NA,NA,NA,6.63,17.11,48.48,NA,1.66,12.12
251110,"Pedra Lavrada","PB",2015,"[25111011] Prefeitura Municipal de Pedra Lavrada - PMPL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25111040] PREFEITURA MUNICIPAL DE PEDRA LAVRADA - PMPL","Esgoto; Água; Res Sólidos",0,NA,NA,NA,3.96,81.25,81.25,NA,0,0
251130,"Piancó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25113040] PREFEITURA MUNICIPAL DE PIANCÓ - PMP","Água; Res Sólidos",0,NA,NA,NA,1.2,40.8,35,NA,0.34,10
251140,"Picuí","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251200,"Pocinhos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120040] Prefeitura Municipal de Pocinhos - PMP","Água; Res Sólidos",0,NA,NA,NA,0.68,NA,38.89,NA,0.39,22.22
251203,"Poço Dantas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120340] Prefeitura Municipal de Poço Dantas - PMPD","Água; Res Sólidos",0,NA,28.16,1.2,4.07,36.36,36.36,1.52,2.03,18.18
