"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
240730,"Marcelino Vieira","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV","Água; Res Sólidos","Atende integralmente",NA,NA,NA,33,5,33,32,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,33,16,120,NA
240740,"Martins","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM","Água; Res Sólidos","Atende integralmente",NA,NA,NA,64,4,64,64,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,65,2,120,NA
240760,"Messias Targino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,113,0,111,45,NA,NA,NA,NA,NA,48,48,NA,NA,NA,NA,NA,133,0,48,NA
240780,"Monte Alegre","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto","Atende integralmente",NA,NA,NA,83,1,83,0,NA,NA,NA,NA,NA,336,336,NA,NA,NA,NA,NA,83,1,336,NA
240790,"Monte das Gameleiras","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,48,0,48,2,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,48,1,24,NA
240800,"Mossoró","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos","Atende integralmente",NA,NA,NA,1908,42,1908,2,NA,NA,NA,NA,NA,1740,1740,NA,NA,NA,NA,NA,1908,9,1740,NA
240830,"Nova Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC","Água e Esgoto; Res Sólidos","Atende integralmente",NA,NA,NA,85,6,85,18,NA,NA,NA,NA,NA,360,360,NA,NA,NA,NA,NA,85,0,360,NA
240840,"Olho-D ÁGUA do Borges","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,46,5,46,0,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,46,2,120,NA
240850,"Ouro Branco","RN",2015,"[24085011] Prefeitura Municipal de Ouro Branco - pmob; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24085040] Municipio de Ouro Branco - PMOB","Esgoto; Água; Res Sólidos","Atende integralmente",NA,NA,NA,56,0,56,1,360,8600,NA,NA,NA,120,120,NA,NA,NA,NA,NA,56,0,120,NA
240860,"Paraná","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24086040] Prefeitura Municipal de Paraná - PMP","Água; Res Sólidos","Atende integralmente",NA,NA,NA,59,12,58,34,NA,NA,NA,NA,NA,144,144,NA,NA,NA,NA,NA,59,1,144,NA
240870,"Paraú","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO. OBRAS E TRANSPORTES - SMUOT","Água; Res Sólidos","Atende integralmente",NA,NA,NA,57,0,57,42,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,57,0,120,NA
240880,"Parazinho","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,51,8,56,0,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,56,1,60,NA
240890,"Parelhas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24089040] PREFEITURA MUNICIPAL DE PARELHAS - PMPARELHAS","Água e Esgoto; Res Sólidos","Atende integralmente",NA,NA,NA,219,5,219,77,NA,NA,NA,NA,NA,468,468,NA,NA,NA,NA,NA,219,17,468,NA
240910,"Passa e Fica","RN",2015,"[24091011] Prefeitura Municipal de Passa e Fica - PMPeF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24091040] PREFEITURA MUNICIPAL DE PASSA E FICA - PMPF","Esgoto; Água; Res Sólidos","Atende integralmente",NA,NA,NA,27,3,27,3,NA,NA,NA,NA,NA,72,72,NA,NA,NA,NA,NA,27,0,72,NA
240920,"Passagem","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,40,10,40,5,NA,NA,NA,NA,NA,30,36,NA,NA,NA,NA,NA,40,1,36,NA
240930,"Patu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,101,0,94,47,NA,NA,NA,NA,NA,144,144,NA,NA,NA,NA,NA,101,1,144,NA
240933,"Santa Maria","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,17,6,26,0,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,25,1,24,NA
240940,"Pau dos Ferros","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF","Água e Esgoto; Res Sólidos","Atende integralmente",NA,NA,NA,109,33,109,69,NA,NA,NA,NA,NA,504,504,NA,NA,NA,NA,NA,109,12,504,NA
240950,"Pedra Grande","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24095040] Secretaria Municipal de Obras e Servços Urbanos - SEMOSURB","Água; Res Sólidos","Atende integralmente",NA,NA,NA,54,18,54,0,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,54,5,24,NA
240960,"Pedra Preta","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,24,19,31,0,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,31,7,24,NA
240970,"Pedro Avelino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto","Atende integralmente",NA,NA,NA,41,0,41,1,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,41,2,60,NA
240990,"Pendências","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto","Atende integralmente",NA,NA,NA,131,2,131,11,NA,NA,NA,NA,NA,228,228,NA,NA,NA,NA,NA,131,11,228,NA
241000,"Pilões","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24100040] Prefeitura Municipal de Pilões-RN - PMP","Água; Res Sólidos","Atende integralmente",NA,NA,NA,7,2,7,7,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,7,5,120,NA
241010,"Poço Branco","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,105,4,115,1,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,115,0,120,NA
241020,"Portalegre","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos","Atende integralmente",NA,NA,NA,55,16,55,0,NA,NA,NA,NA,NA,108,108,NA,NA,NA,NA,NA,55,10,108,NA
241025,"Porto do Mangue","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos","Atende integralmente",NA,NA,NA,70,0,70,5,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,70,0,120,NA
241030,"Presidente Juscelino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,54,0,54,0,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,54,0,60,NA
241040,"Pureza","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,36,3,36,0,NA,NA,NA,NA,NA,48,48,NA,NA,NA,NA,NA,36,0,48,NA
241050,"Rafael Fernandes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF","Água; Res Sólidos","Atende integralmente",NA,NA,NA,17,13,14,14,NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,14,7,96,NA
241060,"Rafael Godeiro","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,34,11,34,0,NA,NA,NA,NA,NA,44,48,NA,NA,NA,NA,NA,34,4,48,NA
241070,"Riacho da Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,69,13,69,35,NA,NA,NA,NA,NA,48,48,NA,NA,NA,NA,NA,69,6,48,NA
241080,"Riacho de Santana","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24108040] PREFEITURA MUNICIPAL DE RIACHO DE SANTANA - PMRS","Água; Res Sólidos","Atende integralmente",NA,NA,NA,9,4,9,0,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,9,2,120,NA
241090,"Riachuelo","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto","Atende integralmente",NA,NA,NA,81,22,133,2,NA,NA,NA,NA,NA,84,84,NA,NA,NA,NA,NA,133,11,84,NA
241100,"Rodolfo Fernandes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,73,32,73,4,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,73,1,120,NA
241105,"Tibau","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,167,0,166,0,NA,NA,NA,NA,NA,72,72,NA,NA,NA,NA,NA,166,0,72,NA
241110,"Ruy Barbosa","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,15,0,45,0,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,45,0,24,NA
241120,"Santa Cruz","RN",2015,"[24112011] Serviço Autônomo de Água e Esgoto - SAAE; [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC","Água e Esgoto; Res Sólidos","",6,86,11450,718,6,998,4,26,68,11850,NA,NA,976,657,3,25,3262,3156,NA,196,1,184,NA
241140,"Santana do Matos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,119,0,119,116,NA,NA,NA,NA,NA,156,156,NA,NA,NA,NA,NA,119,9,156,NA
241142,"Santana do Seridó","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24114240] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água e Esgoto; Res Sólidos","Atende integralmente",NA,NA,NA,89,8,89,59,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,89,17,120,NA
241150,"Santo Antônio","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24115040] PREFEITURA MUNICIPAL DE SANTO ANTONIO/RN - PFMSA","Água e Esgoto; Res Sólidos","Atende integralmente",NA,NA,NA,73,12,73,17,NA,NA,NA,NA,NA,240,240,NA,NA,NA,NA,NA,73,2,240,NA
241160,"São Bento do Norte","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,74,27,74,1,NA,NA,NA,NA,NA,36,36,NA,NA,NA,NA,NA,74,1,36,NA
241170,"São Bento do Trairí","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24117040] Prefeitura Municipal de São Bento doTrairi - RN","Água e Esgoto; Res Sólidos","Atende integralmente",NA,NA,NA,51,0,51,4,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,51,0,24,NA
241180,"São Fernando","RN",2015,"[24118011] Prefeitura Municipal de São Fernando - PMSF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Esgoto; Água","Atende integralmente",NA,NA,NA,93,1,93,18,0,0,NA,NA,NA,120,120,NA,NA,NA,NA,NA,93,0,120,NA
241190,"São Francisco do Oeste","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24119040] Prefeitura Municipal de São Francisco do Oeste - PMSFO","Água; Res Sólidos","Atende integralmente",NA,NA,NA,11,7,11,3,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,11,6,120,NA
241210,"São João do Sabugi","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24121040] Secretaria Municipal de Infraestrutura e Serviços Urbanos - SMIS","Água; Res Sólidos","Atende integralmente",NA,NA,NA,130,1,130,109,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,130,1,120,NA
241230,"São José do Campestre","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,44,1,44,2,NA,NA,NA,NA,NA,84,84,NA,NA,NA,NA,NA,44,0,84,NA
241240,"São José do Seridó","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto","Atende integralmente",NA,NA,NA,66,0,66,1,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,66,1,120,NA
241250,"São Miguel","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24125040] Prefeitura Municipal de São Miguel - PMSM","Água; Res Sólidos","Atende integralmente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241255,"São Miguel do Gostoso","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,12,0,12,0,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,12,0,12,NA
241260,"São Paulo do Potengi","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto","Atende integralmente",NA,NA,NA,41,3,94,0,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,94,0,120,NA
241270,"São Pedro","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,38,2,38,0,NA,NA,NA,NA,NA,36,36,NA,NA,NA,NA,NA,38,0,36,NA
241280,"São Rafael","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto","Atende integralmente",NA,NA,NA,79,0,79,74,NA,NA,NA,NA,NA,156,156,NA,NA,NA,NA,NA,79,0,156,NA
241290,"São Tomé","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto","Atende integralmente",NA,NA,NA,94,52,94,5,NA,NA,NA,NA,NA,60,60,NA,NA,NA,NA,NA,94,15,60,NA
241300,"São Vicente","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,115,0,115,100,NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,115,0,96,NA
241310,"Senador Elói de Souza","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,52,4,52,0,NA,NA,NA,NA,NA,48,48,NA,NA,NA,NA,NA,52,0,48,NA
241330,"Serra de São Bento","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,42,5,42,0,NA,NA,NA,NA,NA,36,36,NA,NA,NA,NA,NA,42,0,36,NA
241335,"Serra do Mel","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241340,"Serra Negra do Norte","RN",2015,"[24134011] Prefeitura Municipal de Serra Negra do Norte - PMSNN; [24134040] Secretaria Municipal de Infraestrutura e Serviços Públicos - SMISP","Água e Esgoto; Res Sólidos","",12,95,NA,12,0,12,1,312,936,NA,NA,NA,12,12,9,36,960,960,1920,12,0,12,NA
241350,"Serrinha","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24135040] Prefeitura Municipal de Serrinha - PMS","Água; Res Sólidos","Atende integralmente",NA,NA,NA,49,1,49,2,NA,NA,NA,NA,NA,36,36,NA,NA,NA,NA,NA,49,0,36,NA
241355,"Serrinha dos Pintos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,64,15,64,26,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,64,10,120,NA
241360,"Severiano Melo","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,16,8,16,0,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,16,3,120,NA
241370,"Sítio Novo","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,46,1,46,3,NA,NA,NA,NA,NA,24,24,NA,NA,NA,NA,NA,46,0,24,NA
241380,"Taboleiro Grande","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24138040] SECRETARIA MUNICIPAL DE OBRAS E URBANISMO - SMOU","Água; Res Sólidos","Atende integralmente",NA,NA,NA,76,8,76,49,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,76,11,120,NA
241390,"Taipu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,48,0,98,0,NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,98,0,96,NA
241400,"Tangará","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,54,0,54,0,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,54,0,120,NA
241410,"Tenente Ananias","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24141040] Prefeitura Municipal - PM","Água; Res Sólidos","Atende integralmente",NA,NA,NA,22,0,22,14,NA,NA,NA,NA,NA,168,168,NA,NA,NA,NA,NA,22,4,168,NA
241415,"Tenente Laurentino Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,108,1,108,96,NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,108,0,96,NA
241430,"Timbaúba dos Batistas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,91,8,91,0,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,91,0,120,NA
241440,"Touros","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,12,0,12,0,NA,NA,NA,NA,NA,12,12,NA,NA,NA,NA,NA,12,0,12,NA
241445,"Triunfo Potiguar","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,115,0,106,73,NA,NA,NA,NA,NA,72,72,NA,NA,NA,NA,NA,115,0,72,NA
241450,"Umarizal","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,162,19,162,13,NA,NA,NA,NA,NA,216,216,NA,NA,NA,NA,NA,162,1,216,NA
241460,"Upanema","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24146040] PREFEITURA MUNICIPAL DE UPANEMA - PMU","Água; Res Sólidos","Atende integralmente",NA,NA,NA,241,0,241,0,NA,NA,NA,NA,NA,180,180,NA,NA,NA,NA,NA,241,0,180,NA
241470,"Várzea","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147040] Prefeitura Municipal de Várzea - PMV","Água; Res Sólidos","Atende integralmente",NA,NA,NA,45,2,45,7,NA,NA,NA,NA,NA,96,96,NA,NA,NA,NA,NA,45,0,96,NA
241475,"Venha-Ver","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147540] PREFEITURA MUNICIPAL DE VENHA-VER - PMVV","Água; Res Sólidos","Atende integralmente",NA,NA,NA,39,5,39,18,NA,NA,NA,NA,NA,120,120,NA,NA,NA,NA,NA,39,3,111,NA
241480,"Vera Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água","Atende integralmente",NA,NA,NA,108,37,108,2,NA,NA,NA,NA,NA,168,168,NA,NA,NA,NA,NA,108,0,168,NA
241490,"Viçosa","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24149040] PREFEITURA MUNICIPAL DE VIÇOSA - PMV","Água; Res Sólidos","Atende integralmente",NA,NA,NA,52,6,52,1,NA,NA,NA,NA,NA,36,36,NA,NA,NA,NA,NA,52,2,36,NA
250010,"Água Branca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,497,0,120,3,NA,NA,NA,NA,NA,120,120,NA,NA,72,38,2397,120,0,120,NA
250020,"Aguiar","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25002040] Prefeitura Municipal de Aguiar - PMA","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,106,0,46,0,NA,NA,NA,NA,NA,120,120,NA,NA,162,124,2115,46,0,120,NA
250053,"Alcantil","PB",2015,"[25005311] Prefeitura Municipal de Alcantil - PMA; [25005340] Secretaria de Infraestrutura - SIE","Água e Esgoto; Res Sólidos","",0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,24,12,0,0,10,5,NA,0,0,6,NA
250057,"Algodão de Jandaíra","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
250070,"São João do Rio do Peixe","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007040] Prefeitura Municipal de São João do Rio do Peixe-PB - PMSJRP","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
250073,"Amparo","PB",2015,"[25007311] Prefeitura Municipal de Amparo - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água","Atende parcialmente",NA,NA,NA,12,2,12,6,2,24,NA,NA,NA,120,120,NA,NA,420,234,NA,12,2,120,NA
250077,"Aparecida","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007740] Prefeitura Municpal de Aparecida - PMA","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,143,0,83,0,NA,NA,NA,NA,NA,120,120,NA,NA,776,191,2329,83,0,120,NA
250090,"Arara","PB",2015,"[25009011] Prefeitura Municipal de Arara - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25009040] Prefeitura Municipal de Arara - PMA","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,495,255,160,118,2850,1830,NA,NA,NA,120,192,NA,NA,338,265,3271,257,3,192,NA
250100,"Araruna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25010040] PREFEITURA MUNICIPAL DE ARARUNA - PMA","Água e Esgoto; Res Sólidos","Atende parcialmente",NA,NA,NA,389,204,94,17,NA,NA,NA,NA,NA,120,168,NA,NA,341,313,33900,183,2,168,NA
250115,"Areia de Baraúnas","PB",2015,"[25011511] Prefeitura Municipal de Areia de Baraunas - PMAB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25011540] Prefeitura Municipal de Areia de Baraúnas - PMAB","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,456,0,110,0,30,196,NA,NA,NA,120,120,NA,NA,50,42,445,110,0,60,NA
250120,"Areial","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25012040] Prefeitura Municipal - PMA","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
250130,"Aroeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25013040] Prefeitura Municipal de Aroeiras - PMA","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
