"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano."
241360,"Severiano Melo","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241370,"Sítio Novo","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241380,"Taboleiro Grande","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24138040] SECRETARIA MUNICIPAL DE OBRAS E URBANISMO - SMOU","Água; Res Sólidos",13.65,19877.35,5.85,71.22,NA,271.36,57.14,42.86,3.57,NA
241390,"Taipu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241400,"Tangará","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241410,"Tenente Ananias","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24141040] Prefeitura Municipal - PM","Água; Res Sólidos",6.94,1960.78,2.44,100,NA,13.6,0,100,9.8,NA
241415,"Tenente Laurentino Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241430,"Timbaúba dos Batistas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241440,"Touros","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241445,"Triunfo Potiguar","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241450,"Umarizal","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241460,"Upanema","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24146040] PREFEITURA MUNICIPAL DE UPANEMA - PMU","Água; Res Sólidos",1.44,NA,0.09,NA,NA,NA,0,100,0,NA
241470,"Várzea","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147040] Prefeitura Municipal de Várzea - PMV","Água; Res Sólidos",3.3,16416,2.36,100,NA,54.13,0,100,0,NA
241475,"Venha-Ver","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24147540] PREFEITURA MUNICIPAL DE VENHA-VER - PMVV","Água; Res Sólidos",6.96,15840,1.09,0,NA,110.26,100,0,0,NA
241480,"Vera Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241490,"Viçosa","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24149040] PREFEITURA MUNICIPAL DE VIÇOSA - PMV","Água; Res Sólidos",7.35,NA,10,NA,NA,NA,100,0,NA,NA
250010,"Água Branca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250020,"Aguiar","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25002040] Prefeitura Municipal de Aguiar - PMA","Água; Res Sólidos",14.7,15840,4.3,0,NA,232.77,100,0,2.5,NA
250053,"Alcantil","PB",2015,"[25005311] Prefeitura Municipal de Alcantil - PMA; [25005340] Secretaria de Infraestrutura - SIE","Água e Esgoto; Res Sólidos",6.52,12354.29,17.3,0,NA,80.52,100,0,0,NA
250057,"Algodão de Jandaíra","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250070,"São João do Rio do Peixe","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007040] Prefeitura Municipal de São João do Rio do Peixe-PB - PMSJRP","Água; Res Sólidos",0.88,33333.33,20,0,NA,29.49,100,0,NA,NA
250073,"Amparo","PB",2015,"[25007311] Prefeitura Municipal de Amparo - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250077,"Aparecida","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007740] Prefeitura Municpal de Aparecida - PMA","Água; Res Sólidos",7.41,NA,1.29,NA,NA,NA,100,0,3.45,NA
250090,"Arara","PB",2015,"[25009011] Prefeitura Municipal de Arara - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25009040] Prefeitura Municipal de Arara - PMA","Esgoto; Água; Res Sólidos",NA,NA,3.26,0,NA,68.88,NA,NA,NA,NA
250100,"Araruna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25010040] PREFEITURA MUNICIPAL DE ARARUNA - PMA","Água e Esgoto; Res Sólidos",3.84,16236.84,1.76,0,NA,62.28,100,0,2.63,NA
250115,"Areia de Baraúnas","PB",2015,"[25011511] Prefeitura Municipal de Areia de Baraunas - PMAB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25011540] Prefeitura Municipal de Areia de Baraúnas - PMAB","Esgoto; Água; Res Sólidos",NA,NA,2.04,NA,NA,NA,NA,NA,NA,NA
250120,"Areial","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25012040] Prefeitura Municipal - PMA","Água; Res Sólidos",2.24,27272.73,20,0,NA,61.15,54.55,45.45,0,NA
250130,"Aroeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25013040] Prefeitura Municipal de Aroeiras - PMA","Água; Res Sólidos",3.13,18736.77,1.66,36.85,NA,58.6,73.33,26.67,3.33,NA
250135,"Assunção","PB",2015,"[25013540] PREFEITURA MUNICIPAL DE ASSUNÇÃO - PMA","Res Sólidos",6.79,10932.38,2,0,NA,74.18,100,0,4.76,NA
250150,"Bananeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250153,"Baraúna","PB",2015,"[25015340] PREFEITURA MUNICIPAL DE BARAÚNA - PMB","Res Sólidos",3.06,15840,9.4,0,NA,48.49,100,0,0,NA
250157,"Barra de Santana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25015740] Prefeitura Municipal de Barra de Santana - PMBS","Água; Res Sólidos",12.24,22687.78,1.64,3.07,NA,277.81,100,0,NA,NA
250160,"Barra de Santa Rosa","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250170,"Barra de São Miguel","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25017040] PREFEITURA MUNICIPAL DE BARRA DE SÃO MIGUEL - PMBSM","Água; Res Sólidos",11.25,10035,2.14,2.84,NA,112.93,100,0,0,NA
250200,"Belém do Brejo do Cruz","PB",2015,"[25020011] Prefeitura Municipal de Belém do Brejo do Cruz - PMBBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25020040] PREFEITURA MUNICIPAL DE BELÉM DO BREJO DO CRUZ - PMBBC","Esgoto; Água; Res Sólidos",4.45,33333.33,8,0,NA,148.42,100,0,NA,NA
250205,"Bernardino Batista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250210,"Boa Ventura","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021040] prefeitura municipal de boa ventura - PMBV","Água; Res Sólidos",3.88,NA,2.67,NA,NA,NA,100,0,NA,NA
250215,"Boa Vista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021540] PREFEITURA MUNICIPAL DE BOA VISTA - PMBV","Água; Res Sólidos",2.54,38888.89,19.44,0,NA,98.7,100,0,11.11,NA
250220,"Bom Jesus","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25022040] Prefeitura Municipal de Bom Jesus - PMBJ","Água; Res Sólidos",9.6,26400,15.53,100,NA,253.36,0,100,0,NA
250230,"Bom Sucesso","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25023040] SECRETARIA DE INFRAESTRUTURA - SIE","Água; Res Sólidos",11.39,27209.91,7.29,1.67,NA,309.97,100,0,4.35,NA
250240,"Bonito de Santa Fé","PB",2015,"[25024011] Prefeitura Municipal de Bonito de Santa Fé - PMBSF; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25024040] Prefeitura Municipal de Bonito de Santa Fé - PMBSF","Esgoto; Água; Res Sólidos",1,50000,20,0,NA,49.99,100,0,NA,NA
250250,"Boqueirão","PB",2015,"[25025011] Prefeitura Municipal de Boqueirão - PMB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25025040] Prefeitura Municipal de Boqueirão - PMB","Esgoto; Água; Res Sólidos",2.87,NA,1.41,NA,NA,NA,100,0,2.78,NA
250260,"Igaracy","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25026040] Secretaria de Infraestrutura - Sec Infraest","Água; Res Sólidos",7,NA,1.73,NA,NA,NA,100,0,NA,NA
250280,"Brejo do Cruz","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250290,"Brejo dos Santos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250310,"Cabaceiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250330,"Cachoeira dos Índios","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25033040] Prefeitura Municipal de Cachoeira Dos Índios - PMCÍ","Água; Res Sólidos",4.99,14679.45,17.62,100,NA,73.3,0,100,5.56,NA
250340,"Cacimba de Areia","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25034040] Prefeitura Municipal de Cacimba de Areia - PMCA","Água; Res Sólidos",NA,NA,4,0,NA,157.16,NA,NA,NA,NA
250350,"Cacimba de Dentro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035040] PREFEITURA MUNICIPAL DE CACIMBA DE DENTRO - PMCD","Água; Res Sólidos",0.21,150000,20,0,NA,31.99,100,0,NA,NA
250355,"Cacimbas","PB",2015,"[25035511] Prefeitura Municipal de Cacimbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035540] Prefeitura Municipal de Cacimbas - PMC","Esgoto; Água; Res Sólidos",9.92,15840,1.06,58.82,NA,157.2,41.18,58.82,5.88,NA
250360,"Caiçara","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250370,"Cajazeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037040] Secretaria Executiva de Meio Ambiente - SEMAC","Água e Esgoto; Res Sólidos",1.6,NA,2.16,NA,NA,NA,0,100,NA,NA
250375,"Cajazeirinhas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037540] PREFEITURA MUNICIPAL DE CAJAZEIRINHAS - PMC","Água e Esgoto; Res Sólidos",7.66,25637.5,1.77,7.61,NA,196.46,100,0,12.5,NA
250390,"Camalaú","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25039040] Prefeitura Municipal de Camalaú/PB - PM","Água e Esgoto; Res Sólidos",5.67,15840,1.92,0,NA,89.82,100,0,0,NA
250400,"Campina Grande","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25040040] SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE - SESUMA","Água e Esgoto; Res Sólidos",NA,NA,5.26,35.67,6.72,105.85,NA,NA,NA,7.11
250407,"Caraúbas","PB",2015,"[25040711] Prefeitura Municipal de Caraúbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250410,"Carrapateira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041040] PREFEITURA MUNICIPAL DE CARRAPATEIRA - PMC","Água; Res Sólidos",2.67,66000,19.41,0,NA,176.09,100,0,NA,NA
250415,"Casserengue","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041540] Prefeitura Municipal de Casserengue - PMC","Água; Res Sólidos",3.59,NA,1.85,NA,NA,NA,100,0,7.69,NA
250420,"Catingueira","PB",2015,"[25042011] Prefeitura Municipal de Catingueira - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25042040] Prefeitura Municipal de Catingueira - PMC","Esgoto; Água; Res Sólidos",6.1,NA,1.3,NA,NA,NA,33.33,66.67,NA,NA
250430,"Catolé do Rocha","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043040] Prefeitura Municipal de Catolé do Rocha PB - PMCR","Água e Esgoto; Res Sólidos",2.82,NA,2.79,NA,NA,NA,88.89,11.11,0,NA
250435,"Caturité","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043540] Secretaria Municipal de Infraestrutura - SEINFRA","Água; Res Sólidos",6.5,NA,1.12,NA,NA,NA,57.14,42.86,0,NA
250440,"Conceição","PB",2015,"[25044011] Prefeitura Municipal de Conceição - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25044040] Prefeitura Municipal de Conceição - PMC","Esgoto; Água; Res Sólidos",0.85,32000,20,0,NA,27.25,100,0,NA,NA
250450,"Condado","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250470,"Congo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25047040] PREFEITURA MUNICIPAL DE CONGO - PMC","Água; Res Sólidos",8,NA,10,NA,NA,NA,66.67,33.33,NA,NA
250480,"Coremas","PB",2015,"[25048040] Prefeitura Municipal Coremas - PM","Res Sólidos",3.01,NA,9.72,NA,NA,NA,14.29,85.71,NA,NA
250485,"Coxixola","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25048540] PREFEITURA MUNICIPAL DE COXIXOLA - PMC","Água; Res Sólidos",14.37,10833.33,13,0,NA,155.69,100,0,NA,NA
250500,"Cubati","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250510,"Cuité","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250530,"Curral Velho","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250535,"Damião","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25053540] Prefeitura Municipal de Damião - PMD","Água; Res Sólidos",5.33,16923.08,20,0,NA,90.2,100,0,NA,NA
250540,"Desterro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25054040] Prefeitura Municipal de Desterro - PMD","Água; Res Sólidos",NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA
250550,"Vista Serrana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250560,"Diamante","PB",2015,"[25056011] Prefeitura Municipal de Diamante - PMD; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25056040] PREFEITURA MUNICIPAL DE DIAMANTE - PMD","Esgoto; Água; Res Sólidos",NA,NA,3.03,NA,NA,NA,NA,NA,NA,NA
250570,"Dona Inês","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25057040] SECRETARIA MUNICIPA DE INFRAESTRUTURA - SMIE","Água; Res Sólidos",8.21,1463.16,0.22,14.39,5.4,12.01,89.47,10.53,5.26,0.65
250590,"Emas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25059040] PREFEITURA MUNICIPAL DE EMAS - PME","Água; Res Sólidos",12.05,21009.78,4.81,62.49,NA,253.24,55.56,44.44,7.41,NA
250600,"Esperança","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25060040] Prefeitura Municipal de Esperança - pb","Água; Res Sólidos",2.59,18169.49,1.88,66.51,NA,47,37.29,62.71,10.17,NA
250610,"Fagundes","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25061040] PREFEITURA MUNICIPAL DE FAGUNDES - PMF","Água; Res Sólidos",3.3,14438.11,1.36,83.9,NA,47.67,11.11,88.89,5.56,NA
250620,"Frei Martinho","PB",2015,"[25062011] Prefeitura Municipal de Frei Martinho - PMFM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25062040] PREFEITURA MUNICIPAL DE FREI MARTINHO - PMFM","Esgoto; Água; Res Sólidos",5.98,6520.12,0.74,7.23,NA,38.98,100,0,0,NA
250625,"Gado Bravo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250650,"Gurjão","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250660,"Ibiara","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25066040] Prefeitura Municipal de Ibiara - PMI","Água; Res Sólidos",5.48,NA,2.76,NA,NA,NA,100,0,5,NA
250670,"Imaculada","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25067040] Prefeitura Municipal de Imaculada - PMI","Água; Res Sólidos",NA,NA,4.44,0,NA,157.19,NA,NA,NA,NA
250680,"Ingá","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250690,"Itabaiana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250700,"Itaporanga","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250720,"Itatuba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25072040] Prefeitura Municipal de Itatuba - PMI","Água; Res Sólidos",3.03,NA,2.46,NA,NA,NA,0,100,0,NA
250740,"Jericó","PB",2015,"[25074011] Prefeitura Municipal de Jericó - PMJ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25074040] SECRETARIA MUNICIPAL DE SAUDE - SMS","Esgoto; Água; Res Sólidos",9.3,13333.33,20,0,NA,123.94,100,0,NA,NA
250770,"Juazeirinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250780,"Junco do Seridó","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250800,"Juru","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25080040] PREFEITURA MUNICIPAL DE JURU - PMJ","Água; Res Sólidos",NA,NA,1.66,NA,NA,NA,NA,NA,NA,NA
250810,"Lagoa","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250830,"Lagoa Seca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25083040] Prefeitura Municipal de Lagoa seca - PMLS","Água e Esgoto; Res Sólidos",NA,NA,4.81,36.85,0.19,176.49,NA,NA,NA,0.33
250840,"Lastro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25084040] PREFEITURA MUNICIPAL DE LASTRO - PML","Água; Res Sólidos",11.55,11333.33,17,0,NA,130.87,100,0,NA,NA
250850,"Livramento","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250855,"Logradouro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25085540] PREFEITURA MUNICIPAL DE LOGRADOURO - PML","Água; Res Sólidos",3.77,28571.43,4,0,NA,107.58,100,0,NA,NA
250870,"Mãe D Água","PB",2015,"[25087011] Prefeitura Municipal de Mãe D'Água - PMMA; [25087040] Prefeitura Municipal de Mãe D`água - PMMD","Água e Esgoto; Res Sólidos",NA,NA,2.33,0,NA,173.24,NA,NA,NA,NA
250880,"Malta","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25088040] Prefeitura Municipal de Malta - PMM","Água; Res Sólidos",6.86,NA,4.05,NA,NA,NA,100,0,NA,NA
250900,"Manaíra","PB",2015,"[25090011] Prefeitura Municipal de Manaíra - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25090040] SECRETARIA DE INFRAESTRUTURA - SMIE","Esgoto; Água; Res Sólidos",4.36,15840,2.9,0,NA,68.99,100,0,3.7,NA
250915,"Marizópolis","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250920,"Massaranduba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250937,"Mato Grosso","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093740] PREFEITURA MUNICIPAL DE MATO GROSSO - PMMG","Água; Res Sólidos",11.76,20000,20,0,NA,235.29,100,0,NA,NA
250939,"Maturéia","PB",2015,"[25093911] Prefeitura Municipal de Maturéia - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093940] Prefeitura Municipal de Matureia - PB - PMM","Esgoto; Água; Res Sólidos",5.02,NA,1.59,NA,NA,NA,95.24,4.76,4.76,NA
250940,"Mogeiro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25094040] Prefeitura Municipal de Mogeiro - PMM","Água; Res Sólidos",NA,NA,2.64,1.35,NA,104.49,NA,NA,NA,NA
250950,"Montadas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25095040] PREFEITURA MUNICIPAL DE MONTADAS - PMM","Água; Res Sólidos",4,21428.57,20,0,NA,85.81,100,0,NA,NA
250960,"Monte Horebe","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250970,"Monteiro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250990,"Natuba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN","Água; Res Sólidos",4.17,12849.33,1.38,57.07,1.56,53.63,100,0,0,0.83
251000,"Nazarezinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251010,"Nova Floresta","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251020,"Nova Olinda","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Água; Res Sólidos",NA,NA,4.06,NA,NA,NA,NA,NA,NA,NA
251030,"Nova Palmeira","PB",2015,"[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Esgoto; Água; Res Sólidos",6.07,28235.29,4.13,0,NA,171.43,94.12,5.88,11.76,NA
251040,"Olho D ÁGUA","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos",7.01,10244,3.75,0,NA,71.81,100,0,NA,NA
251050,"Olivedos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251060,"Ouro Velho","PB",2015,"[25106011] Prefeitura Municipal de Ouro Velho - PMOV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25106040] Prefeitura Municipal de Ouro Velho - PMOV","Esgoto; Água; Res Sólidos",4.73,NA,4.05,NA,NA,NA,0,100,NA,NA
251065,"Parari","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251070,"Passagem","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251080,"Patos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25108040] Secretaria Municipal de Meio Ambiente - SEMADS","Água e Esgoto; Res Sólidos",0.89,53994.03,2.83,89.17,NA,47.83,17.58,82.42,5.49,NA
