"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN071_AE...Economias.atingidas.por.paralisações..econ.paralis.","IN072_AE...Duração.média.das.paralisações..horas.paralis.","IN073_AE...Economias.atingidas.por.intermitências..econ.interrup.","IN074_AE...Duração.média.das.intermitências..horas.interrup.","IN075_AE...Incidência.das.análises.de.cloro.residual.fora.do.padrão..percentual.","IN076_AE...Incidência.das.análises.de.turbidez.fora.do.padrão..percentual.","IN077_AE...Duração.média.dos.reparos.de.extravasamentos.de.esgotos..horas.extrav.","IN079_AE...Índice.de.conformidade.da.quantidade.de.amostras...cloro.residual..percentual.","IN080_AE...Índice.de.conformidade.da.quantidade.de.amostras...turbidez..percentual.","IN082_AE...Extravasamentos.de.esgotos.por.extensão.de.rede..extrav.Km.","IN083_AE...Duração.média.dos.serviços.executados..hora.serviço.","IN084_AE...Incidência.das.análises.de.coliformes.totais.fora.do.padrão..percentual.","IN085_AE...Índice.de.conformidade.da.quantidade.de.amostras...coliformes.totais..percentual."
241490,"Viçosa","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24149040] PREFEITURA MUNICIPAL DE VIÇOSA - PMV","Água; Res Sólidos",NA,NA,NA,NA,11.54,1.92,NA,144.44,144.44,NA,NA,3.85,144.44
250010,"Água Branca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,2.5,NA,414.17,100,NA,63.08,0,100
250020,"Aguiar","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25002040] Prefeitura Municipal de Aguiar - PMA","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,88.33,38.33,NA,17.06,0,38.33
250053,"Alcantil","PB",2015,"[25005311] Prefeitura Municipal de Alcantil - PMA; [25005340] Secretaria de Infraestrutura - SIE","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0
250057,"Algodão de Jandaíra","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250070,"São João do Rio do Peixe","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007040] Prefeitura Municipal de São João do Rio do Peixe-PB - PMSJRP","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250073,"Amparo","PB",2015,"[25007311] Prefeitura Municipal de Amparo - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água",NA,NA,NA,NA,16.67,50,12,10,10,0.71,NA,16.67,10
250077,"Aparecida","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25007740] Prefeitura Municpal de Aparecida - PMA","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,119.17,69.17,NA,12.19,0,69.17
250090,"Arara","PB",2015,"[25009011] Prefeitura Municipal de Arara - PMA; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25009040] Prefeitura Municipal de Arara - PMA","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,51.52,73.75,0.64,257.81,133.33,95,12.34,1.17,133.85
250100,"Araruna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25010040] PREFEITURA MUNICIPAL DE ARARUNA - PMA","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,52.44,18.09,NA,231.55,78.33,NA,108.31,1.09,108.93
250115,"Areia de Baraúnas","PB",2015,"[25011511] Prefeitura Municipal de Areia de Baraunas - PMAB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25011540] Prefeitura Municipal de Areia de Baraúnas - PMAB","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,6.53,380,91.67,5,10.6,0,183.33
250120,"Areial","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25012040] Prefeitura Municipal - PMA","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250130,"Aroeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25013040] Prefeitura Municipal de Aroeiras - PMA","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250135,"Assunção","PB",2015,"[25013540] PREFEITURA MUNICIPAL DE ASSUNÇÃO - PMA","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250150,"Bananeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,33.66,19.01,NA,211.98,118.33,NA,13.54,1.85,112.5
250153,"Baraúna","PB",2015,"[25015340] PREFEITURA MUNICIPAL DE BARAÚNA - PMB","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250157,"Barra de Santana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25015740] Prefeitura Municipal de Barra de Santana - PMBS","Água; Res Sólidos",NA,NA,NA,NA,21.11,3.33,NA,75,75,NA,0,18.89,75
250160,"Barra de Santa Rosa","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,3.44,35.15,NA,110.23,244.17,NA,79.64,38.91,110.98
250170,"Barra de São Miguel","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25017040] PREFEITURA MUNICIPAL DE BARRA DE SÃO MIGUEL - PMBSM","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250200,"Belém do Brejo do Cruz","PB",2015,"[25020011] Prefeitura Municipal de Belém do Brejo do Cruz - PMBBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25020040] PREFEITURA MUNICIPAL DE BELÉM DO BREJO DO CRUZ - PMBBC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,55.68,73.33,NA,NA,0,33.33
250205,"Bernardino Batista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250210,"Boa Ventura","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021040] prefeitura municipal de boa ventura - PMBV","Água; Res Sólidos",NA,NA,NA,NA,0,21.05,NA,47.5,47.5,NA,12.5,8.77,47.5
250215,"Boa Vista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25021540] PREFEITURA MUNICIPAL DE BOA VISTA - PMBV","Água; Res Sólidos",NA,NA,NA,NA,0,4.44,NA,112.5,112.5,NA,109.71,2.96,112.5
250220,"Bom Jesus","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25022040] Prefeitura Municipal de Bom Jesus - PMBJ","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,91.67,91.67,NA,43.26,0,69.17
250230,"Bom Sucesso","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25023040] SECRETARIA DE INFRAESTRUTURA - SIE","Água; Res Sólidos",NA,NA,NA,NA,3.25,18.75,NA,102.5,106.67,NA,158.85,3.12,53.33
250240,"Bonito de Santa Fé","PB",2015,"[25024011] Prefeitura Municipal de Bonito de Santa Fé - PMBSF; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25024040] Prefeitura Municipal de Bonito de Santa Fé - PMBSF","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,174.17,174.17,NA,NA,3.95,126.67
250250,"Boqueirão","PB",2015,"[25025011] Prefeitura Municipal de Boqueirão - PMB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25025040] Prefeitura Municipal de Boqueirão - PMB","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,67.9,0.54,0.2,184.52,307.5,33.33,25.15,3.86,108.04
250260,"Igaracy","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25026040] Secretaria de Infraestrutura - Sec Infraest","Água; Res Sólidos",NA,NA,NA,NA,0,6.67,NA,381.06,100,NA,95.18,0,109.09
250280,"Brejo do Cruz","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,0,NA,107.58,187.5,NA,74.94,0,85.23
250290,"Brejo dos Santos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,17.6,NA,125,208.33,NA,10.57,0,86.81
250310,"Cabaceiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,23.33,1.34,NA,125,124.17,NA,27.84,14,125
250330,"Cachoeira dos Índios","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25033040] Prefeitura Municipal de Cachoeira Dos Índios - PMCÍ","Água; Res Sólidos",NA,NA,NA,NA,0,3.64,NA,91.67,91.67,NA,43.17,0,75
250340,"Cacimba de Areia","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25034040] Prefeitura Municipal de Cacimba de Areia - PMCA","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,380,99.17,NA,125.9,0,100
250350,"Cacimba de Dentro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035040] PREFEITURA MUNICIPAL DE CACIMBA DE DENTRO - PMCD","Água; Res Sólidos",NA,NA,NA,NA,51.22,0,NA,105.13,42.5,NA,14.77,1.42,90.06
250355,"Cacimbas","PB",2015,"[25035511] Prefeitura Municipal de Cacimbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25035540] Prefeitura Municipal de Cacimbas - PMC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250360,"Caiçara","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,45.61,5.43,NA,277.08,76.67,NA,12.61,0,125
250370,"Cajazeiras","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037040] Secretaria Executiva de Meio Ambiente - SEMAC","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,10.24,1.02,NA,106.69,325.42,NA,72.2,2.76,79.1
250375,"Cajazeirinhas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25037540] PREFEITURA MUNICIPAL DE CAJAZEIRINHAS - PMC","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0,NA,404.17,100,NA,54.43,0,100
250390,"Camalaú","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25039040] Prefeitura Municipal de Camalaú/PB - PM","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0,NA,103.33,103.33,NA,39.65,0.81,103.33
250400,"Campina Grande","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25040040] SECRETARIA DE SERVIÇOS URBANOS E MEIO AMBIENTE - SESUMA","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,7.13,14.79,NA,226.03,226.03,NA,157.46,26.65,225.94
250407,"Caraúbas","PB",2015,"[25040711] Prefeitura Municipal de Caraúbas - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Esgoto; Água",NA,NA,NA,NA,60.35,44.53,1.17,189.17,114.17,0.67,60.29,23.36,114.17
250410,"Carrapateira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041040] PREFEITURA MUNICIPAL DE CARRAPATEIRA - PMC","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250415,"Casserengue","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25041540] Prefeitura Municipal de Casserengue - PMC","Água; Res Sólidos",NA,NA,NA,NA,54.55,97.22,NA,440,90,NA,22.36,0,167.5
250420,"Catingueira","PB",2015,"[25042011] Prefeitura Municipal de Catingueira - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25042040] Prefeitura Municipal de Catingueira - PMC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,0,440,100,0.07,17.15,0,100
250430,"Catolé do Rocha","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043040] Prefeitura Municipal de Catolé do Rocha PB - PMCR","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0,NA,62.1,160,NA,11.62,0,38.1
250435,"Caturité","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25043540] Secretaria Municipal de Infraestrutura - SEINFRA","Água; Res Sólidos",NA,NA,NA,NA,11.76,0,NA,99.17,99.17,NA,15.4,11.02,98.33
250440,"Conceição","PB",2015,"[25044011] Prefeitura Municipal de Conceição - PMC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25044040] Prefeitura Municipal de Conceição - PMC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,1.88,77.12,NA,132.92,265.83,0,76.12,28.74,108.75
250450,"Condado","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,10.91,NA,299.36,91.67,NA,49.79,0,98.72
250470,"Congo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25047040] PREFEITURA MUNICIPAL DE CONGO - PMC","Água; Res Sólidos",NA,NA,NA,NA,0,9.56,NA,113.33,113.33,NA,159.4,5.84,114.17
250480,"Coremas","PB",2015,"[25048040] Prefeitura Municipal Coremas - PM","Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250485,"Coxixola","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25048540] PREFEITURA MUNICIPAL DE COXIXOLA - PMC","Água; Res Sólidos",NA,NA,NA,NA,16.34,98.04,NA,127.5,127.5,NA,52.25,16.34,127.5
250500,"Cubati","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,0,14.77,NA,112.82,146.67,NA,226.42,18.18,112.82
250510,"Cuité","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250530,"Curral Velho","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250535,"Damião","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25053540] Prefeitura Municipal de Damião - PMD","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250540,"Desterro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25054040] Prefeitura Municipal de Desterro - PMD","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250550,"Vista Serrana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,89.09,NA,400,91.67,NA,114.37,0,91.67
250560,"Diamante","PB",2015,"[25056011] Prefeitura Municipal de Diamante - PMD; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25056040] PREFEITURA MUNICIPAL DE DIAMANTE - PMD","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,30.91,21.43,45.83,45.83,6.36,81.94,12.73,45.83
250570,"Dona Inês","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25057040] SECRETARIA MUNICIPA DE INFRAESTRUTURA - SMIE","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250590,"Emas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25059040] PREFEITURA MUNICIPAL DE EMAS - PME","Água; Res Sólidos",NA,NA,NA,NA,0,21.67,NA,418.33,100,NA,45.48,0,100
250600,"Esperança","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25060040] Prefeitura Municipal de Esperança - pb","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,0,0,NA,99.87,NA,0
250610,"Fagundes","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25061040] PREFEITURA MUNICIPAL DE FAGUNDES - PMF","Água; Res Sólidos",NA,NA,NA,NA,11.87,0.62,NA,102.56,133.33,NA,91.36,3.12,102.56
250620,"Frei Martinho","PB",2015,"[25062011] Prefeitura Municipal de Frei Martinho - PMFM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25062040] PREFEITURA MUNICIPAL DE FREI MARTINHO - PMFM","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,20.34,19.77,NA,147.5,147.5,NA,NA,22.6,147.5
250625,"Gado Bravo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250650,"Gurjão","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,4.84,48.39,NA,103.33,103.33,NA,45.35,54.84,103.33
250660,"Ibiara","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25066040] Prefeitura Municipal de Ibiara - PMI","Água; Res Sólidos",NA,NA,NA,NA,8.18,32.73,NA,91.67,183.33,NA,42.51,3.33,75
250670,"Imaculada","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25067040] Prefeitura Municipal de Imaculada - PMI","Água; Res Sólidos",NA,NA,NA,NA,0,37.27,NA,337.58,91.67,NA,108.43,0,70.47
250680,"Ingá","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,28.03,0.12,NA,412.82,376.82,NA,21.26,0.75,255.45
250690,"Itabaiana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,0,NA,296.43,438.33,NA,85.67,0,104.76
250700,"Itaporanga","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,0,28.1,NA,111.75,100.83,NA,37,0,103.85
250720,"Itatuba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25072040] Prefeitura Municipal de Itatuba - PMI","Água; Res Sólidos",NA,NA,NA,NA,32.72,4,NA,452.56,125,NA,42.7,0,151.28
250740,"Jericó","PB",2015,"[25074011] Prefeitura Municipal de Jericó - PMJ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25074040] SECRETARIA MUNICIPAL DE SAUDE - SMS","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,27.08,32.5,NA,2.47,0,27.08
250770,"Juazeirinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,4.42,4.42,NA,79.39,150.83,NA,180.76,12.15,79.39
250780,"Junco do Seridó","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250800,"Juru","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25080040] PREFEITURA MUNICIPAL DE JURU - PMJ","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,381.06,100,NA,44.96,0,109.09
250810,"Lagoa","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,0,NA,80.83,30.83,NA,4.51,0,30.83
250830,"Lagoa Seca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25083040] Prefeitura Municipal de Lagoa seca - PMLS","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,23.47,2.35,NA,118.33,177.5,NA,194.94,16.43,118.33
250840,"Lastro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25084040] PREFEITURA MUNICIPAL DE LASTRO - PML","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,141.67,41.67,NA,1.17,0,41.67
250850,"Livramento","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,12.66,9.46,NA,131.67,123.33,NA,55.72,25.32,131.67
250855,"Logradouro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25085540] PREFEITURA MUNICIPAL DE LOGRADOURO - PML","Água; Res Sólidos",NA,NA,NA,NA,43.35,5,NA,338.33,100,NA,38.81,3.4,122.5
250870,"Mãe D Água","PB",2015,"[25087011] Prefeitura Municipal de Mãe D'Água - PMMA; [25087040] Prefeitura Municipal de Mãe D`água - PMMD","Água e Esgoto; Res Sólidos",175,12,118,8,0,52.08,36,51.67,40,2.62,12,40.32,51.67
250880,"Malta","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25088040] Prefeitura Municipal de Malta - PMM","Água; Res Sólidos",NA,NA,NA,NA,0,91.67,NA,309.62,50,NA,54.68,0,38.46
250900,"Manaíra","PB",2015,"[25090011] Prefeitura Municipal de Manaíra - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25090040] SECRETARIA DE INFRAESTRUTURA - SMIE","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,10.92,2.3,295.24,99.17,6.25,92.15,0,104.76
250915,"Marizópolis","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,3.75,NA,75.6,66.67,NA,121.35,0,46.43
250920,"Massaranduba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,6.84,1.71,NA,97.5,97.5,NA,137.5,9.4,97.5
250937,"Mato Grosso","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093740] PREFEITURA MUNICIPAL DE MATO GROSSO - PMMG","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,24.17,24.17,NA,16.05,0,24.17
250939,"Maturéia","PB",2015,"[25093911] Prefeitura Municipal de Maturéia - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093940] Prefeitura Municipal de Matureia - PB - PMM","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,8.33,420,100,0.5,23.78,0,100
250940,"Mogeiro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25094040] Prefeitura Municipal de Mogeiro - PMM","Água; Res Sólidos",NA,NA,NA,NA,4.41,0.85,NA,226.67,98.33,NA,85.26,0,99.17
250950,"Montadas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25095040] PREFEITURA MUNICIPAL DE MONTADAS - PMM","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250960,"Monte Horebe","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,0,NA,91.67,91.67,NA,105.1,1.11,75
250970,"Monteiro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,0.2,70,NA,96.4,425,NA,223.97,17.25,96.59
250990,"Natuba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN","Água; Res Sólidos",NA,NA,NA,NA,22.77,11.88,NA,19.13,84.17,NA,119.72,0,19.13
251000,"Nazarezinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,0,NA,40,37.5,NA,8.81,0,37.5
251010,"Nova Floresta","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251020,"Nova Olinda","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,420,100,NA,28.28,0,100
251030,"Nova Palmeira","PB",2015,"[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,NA,NA,1.5,NA,NA,2.94,4,NA,NA
251040,"Olho D ÁGUA","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,413.33,100,NA,36.74,0,100
251050,"Olivedos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,7.35,0,NA,113.33,113.33,NA,12.62,26.47,113.33
251060,"Ouro Velho","PB",2015,"[25106011] Prefeitura Municipal de Ouro Velho - PMOV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25106040] Prefeitura Municipal de Ouro Velho - PMOV","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0.59,NA,140.83,140.83,0,24.54,38.46,140.83
251065,"Parari","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,1.64,6.56,NA,50.83,55.45,NA,NA,73.77,50.83
251070,"Passagem","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,0.44,NA,380,94.17,NA,17.09,0,94.17
251080,"Patos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25108040] Secretaria Municipal de Meio Ambiente - SEMADS","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0,NA,133.75,150.91,NA,238.16,0,103.14
251090,"Paulista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25109040] Prefeitura Municipal de Paulista - PMP","Água; Res Sólidos",NA,NA,NA,NA,0,30.39,NA,276.25,75.42,NA,7.82,0,74.58
251100,"Pedra Branca","PB",2015,"[25110011] Prefeitura Municipal de Pedra Branca - PMPB; [25110040] Prefeitura Municipal de Pedra Branca - PMPB","Água e Esgoto; Res Sólidos",NA,9,NA,24,20,13.64,NA,100,100,NA,4,25,100
251110,"Pedra Lavrada","PB",2015,"[25111011] Prefeitura Municipal de Pedra Lavrada - PMPL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25111040] PREFEITURA MUNICIPAL DE PEDRA LAVRADA - PMPL","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,5.77,0,1,86.67,86.67,1,154.34,21.15,86.67
251130,"Piancó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25113040] PREFEITURA MUNICIPAL DE PIANCÓ - PMP","Água; Res Sólidos",NA,NA,NA,NA,0,5,NA,124.71,83.33,NA,58.21,0,86.21
