"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano.","IN029_AE...Índice.de.evasão.de.receitas..percentual.","IN030_AE...Margem.da.despesa.de.exploração..percentual.","IN031_AE...Margem.da.despesa.com.pessoal.próprio..percentual.","IN032_AE...Margem.da.despesa.com.pessoal.total..equivalente...percentual.","IN033_AE...Margem.do.serviço.da.divida..percentual.","IN034_AE...Margem.das.outras.despesas.de.exploração..percentual.","IN035_AE...Participação.da.despesa.com.pessoal.próprio.nas.despesas.de.exploração..percentual.","IN036_AE...Participação.da.despesa.com.pessoal.total..equivalente..nas.despesas.de.exploração..percentual.","IN037_AE...Participação.da.despesa.com.energia.elétrica.nas.despesas.de.exploração..percentual.","IN038_AE...Participação.da.despesa.com.produtos.químicos.nas.despesas.de.exploração..DEX...percentual.","IN039_AE...Participação.das.outras.despesas.nas.despesas.de.exploração..percentual.","IN040_AE...Participação.da.receita.operacional.direta.de.água.na.receita.operacional.total..percentual.","IN041_AE...Participação.da.receita.operacional.direta.de.esgoto.na.receita.operacional.total..percentual.","IN042_AE...Participação.da.receita.operacional.indireta.na.receita.operacional.total..percentual.","IN045_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água..empreg.mil.lig.","IN048_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água...esgoto..empreg.mil.lig.","IN054_AE...Dias.de.faturamento.comprometidos.com.contas.a.receber..dias.","IN060_AE...Índice.de.despesas.por.consumo.de.energia.elétrica.nos.sistemas.de.água.e.esgotos..R..kWh.","IN101_AE...Índice.de.suficiência.de.caixa..percentual.","IN102_AE...Índice.de.produtividade.de.pessoal.total..equivalente...ligações.empregados."
240640,"Lagoa de Velhos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.23,98.48,30.14,36.57,4.98,5.33,30.6,37.13,46.94,0.78,5.41,94.21,NA,5.79,2.18,2.18,293,0.36,88.44,377.51
240650,"Lagoa Nova","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24065040] PREFEITURA MUNICIPAL DE LAGOA NOVA - PMLN","Água e Esgoto; Res Sólidos",NA,NA,1.76,4.54,NA,70.78,NA,NA,NA,NA,27.3,237.58,52.76,82.39,7.46,16.53,22.21,34.68,52.55,1.74,6.96,81.77,12.06,6.16,4.09,2.41,260,0.37,31.49,265.21
240660,"Lagoa Salgada","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.43,75.78,34.03,38.63,4.32,4.24,44.91,50.97,30.7,0.12,5.6,95.06,NA,4.94,3.02,3.02,147,0.36,119.39,291.78
240670,"Lajes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24067040] Secretaria de Obras e Serviços Urbanos - SEMOS","Água e Esgoto; Res Sólidos",NA,NA,4.49,0.88,NA,114.87,NA,NA,NA,NA,8.93,137.55,48.76,62.3,6.19,14.16,35.45,45.29,36.72,0.78,10.29,76.48,18.82,4.7,4.28,2.54,294,0.41,66.09,308
240680,"Lajes Pintadas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.14,185.12,55.03,66.59,4.32,11.69,29.73,35.97,52.46,0.12,6.31,79.43,15.56,5.01,6.44,4.05,187,0.36,45.35,203.88
240690,"Lucrécia","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24069040] PREFEITURA MUNICIPAL DE LUCRECIA - PML","Água e Esgoto; Res Sólidos",NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,7.53,266.39,101.12,134.87,6.71,65.09,37.96,50.63,6.52,14.83,24.44,72.24,24.71,3.06,8.46,4.2,71,0.4,34.81,178.61
240700,"Luís Gomes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1141.25,NA,NA,NA,NA,NA,86.18,94.12,4.47,0,1.16,0,NA,100,2.87,2.87,159504,7.26,2.95,319.16
240710,"Macaíba","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24071040] PREFEITURA MUNICIPAL DE MACAÍBA - PMM","Água e Esgoto; Res Sólidos",3.65,59341.06,7.51,99.47,4.72,216.89,1.71,98.29,9.14,10.24,8.45,121.18,50.82,67.62,6.95,14.3,41.94,55.8,23.58,0.81,11.8,79.06,14.03,6.91,3.06,2.92,257,0.48,76.2,257.2
240720,"Macau","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24072040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",2.23,NA,4.41,NA,NA,NA,13.21,86.79,NA,NA,8,117.75,45.89,63.65,5.47,14.58,38.97,54.05,10.43,1.12,12.39,66,17.6,16.4,3.73,2.04,186,0.22,88.7,353.84
240725,"Major Sales","RN",2015,"[24072540] Prefeitura Municipal de Major Sales - PMMS","Res Sólidos",NA,NA,3.16,0,NA,47.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240730,"Marcelino Vieira","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24073040] Prefeitura Municipal de Marcelino Vieira - PMMV","Água; Res Sólidos",NA,NA,1.7,0,NA,12.36,NA,NA,NA,NA,9.09,92.17,41.52,56.37,3.74,7.64,45.04,61.15,8.65,11.62,8.29,96.25,NA,3.75,2.98,2.98,276,0.45,97.96,247.28
240740,"Martins","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24074040] Prefeitura Municipal de Martins - PMM","Água; Res Sólidos",6,NA,1.24,NA,NA,NA,100,0,NA,6.98,4.14,163.42,70.95,87.91,4.31,10.53,43.42,53.8,29.83,4.11,6.44,96.48,NA,3.52,4.85,4.85,56,0.41,59.03,166.38
240760,"Messias Targino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,161.22,60,64.61,4.93,9.23,37.21,40.07,45.99,2.3,5.73,94.52,NA,5.48,4.13,4.13,240,0.4,62.25,225.04
240780,"Monte Alegre","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,78.09,37.04,44.87,4.29,5.3,47.43,57.46,23.33,0.27,6.79,92.05,2.85,5.09,2.93,2.73,173,0.37,115.19,302.54
240790,"Monte das Gameleiras","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,167.17,33.65,37.76,3.93,3.47,20.13,22.59,69.63,0.05,2.08,97.13,NA,2.87,3.4,3.4,56,0.36,59.08,262.27
240800,"Mossoró","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24080040] SECRETARIA DE SERVIÇOS URBANOS - SEMSUR","Água e Esgoto; Res Sólidos",NA,NA,4.83,100,8.23,95.33,NA,NA,NA,7.85,12.99,84.89,30.88,42.11,5.93,11.38,36.37,49.6,24.68,1.03,13.41,71.35,24.28,4.37,3.19,2.2,216,0.35,99.29,333.07
240830,"Nova Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24083040] PREFEITURA MUNICIPAL DE NOVA CRUZ - PMNC","Água e Esgoto; Res Sólidos",2.18,27488.31,5.5,89.71,NA,59.92,37.5,62.5,5.36,NA,6.05,78.18,32.5,42.34,4.1,9.43,41.57,54.16,20.91,0.48,12.06,89.8,3.46,6.75,2.85,2.52,128,0.38,121.62,304.35
240840,"Olho-D ÁGUA do Borges","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,89.39,41.12,65.62,4.72,11.87,46,73.41,0.29,2.32,13.28,94.94,NA,5.06,2.59,2.59,90,0.43,110.61,241.61
240850,"Ouro Branco","RN",2015,"[24085011] Prefeitura Municipal de Ouro Branco - pmob; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24085040] Municipio de Ouro Branco - PMOB","Esgoto; Água; Res Sólidos",9.18,7393.55,19.93,6.91,NA,67.87,64.52,35.48,9.68,NA,4.12,131.92,32.79,71.7,2.87,32.86,24.86,54.35,9.06,4.22,24.91,92.39,0,7.61,2.31,1.5,99,NA,76.76,304.31
240860,"Paraná","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24086040] Prefeitura Municipal de Paraná - PMP","Água; Res Sólidos",NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,9.69,209.23,94.35,121.68,6.76,26.35,45.09,58.15,16.23,8.39,12.59,94.59,NA,5.41,2.92,2.92,359,0.43,44.02,265.97
240870,"Paraú","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO. OBRAS E TRANSPORTES - SMUOT","Água; Res Sólidos",4.46,18669.47,2.29,3.86,NA,83.27,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240870,"Paraú","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24087040] SECRETARIA MUNICIPAL DE URBANISMO. OBRAS E TRANSPORTES - SMUOT","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.31,90.92,37.84,47.58,5.85,7,41.62,52.33,28.26,1.21,7.7,92.48,NA,7.52,4.05,4.05,203,0.4,97.18,196.37
240880,"Parazinho","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.43,170.77,77.84,94.62,14.76,13.51,45.58,55.41,28.83,1.34,7.91,81.93,NA,18.07,3.41,3.41,346,0.38,51.14,241.47
240890,"Parelhas","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24089040] PREFEITURA MUNICIPAL DE PARELHAS - PMPARELHAS","Água e Esgoto; Res Sólidos",NA,NA,4.13,8.72,NA,27.46,NA,NA,NA,NA,4.09,85.57,40.52,57.22,3.97,11.76,47.36,66.87,6.31,1.79,13.74,72.6,21.39,6.02,4.01,2.15,133,0.36,113.28,329.72
240910,"Passa e Fica","RN",2015,"[24091011] Prefeitura Municipal de Passa e Fica - PMPeF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24091040] PREFEITURA MUNICIPAL DE PASSA E FICA - PMPF","Esgoto; Água; Res Sólidos",5.06,NA,2.5,NA,NA,NA,71.79,28.21,2.56,2.08,7.92,106.2,38.78,44.64,4.1,3.8,36.52,42.04,44.86,0.55,3.57,95.76,0,4.24,4.39,3.24,168,0.11,86.52,268.52
240920,"Passagem","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,119.52,48.84,55.48,6.29,8.39,40.87,46.42,36.42,2.12,7.02,95.61,NA,4.39,3.57,3.57,108,0.43,78.4,246.28
240930,"Patu","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.73,1224.14,286.16,328.05,4.77,23.45,23.38,26.8,69.61,0.92,1.92,96.98,NA,3.02,24.54,24.54,1555,0.38,9.45,35.55
240933,"Santa Maria","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,81.54,22.95,27.76,3.73,3.4,28.15,34.04,48.21,0.71,4.17,89.43,NA,10.57,2.47,2.47,279,0.36,123.12,335.2
240940,"Pau dos Ferros","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24094040] Prefeitura Municipal de Pau dos Ferros - PMPF","Água e Esgoto; Res Sólidos",NA,NA,8.69,0,1.76,339.56,NA,NA,NA,5.96,2.19,155.27,52.36,68.9,4.09,28.03,33.72,44.37,24.57,6.85,18.05,92.13,3.08,4.8,3.71,3.32,134,0.41,64.24,228.57
240950,"Pedra Grande","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24095040] Secretaria Municipal de Obras e Servços Urbanos - SEMOSURB","Água; Res Sólidos",12.38,27458.36,10.98,100,NA,339.89,0,100,14.29,NA,10.61,172.08,66.64,81.31,13.41,10.81,38.72,47.25,38.94,1.21,6.28,84.86,NA,15.14,3.57,3.57,191,0.38,56.24,229.26
240960,"Pedra Preta","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.79,89.96,41.01,49.05,6.23,5.24,45.58,54.52,27.81,1.07,5.83,94.8,NA,5.2,4.33,4.33,2035,0.37,68.71,193.14
240970,"Pedro Avelino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.55,91.59,45.52,55.34,6.03,12.39,49.71,60.43,14.32,1.32,13.53,77.83,17.3,4.86,3.33,2.03,753,0.37,85.91,406.11
240990,"Pendências","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.79,114.88,52.67,67.97,7.19,22.9,45.85,59.16,11.63,1.44,19.94,79.31,10.43,10.26,3.03,2.15,341,0.43,65.39,360.04
241000,"Pilões","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24100040] Prefeitura Municipal de Pilões-RN - PMP","Água; Res Sólidos",NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,45.05,325.27,195.31,234.06,9.8,33.11,60.04,71.96,9.64,5.28,10.18,98.36,NA,1.64,2.7,2.7,767,0.43,16.61,309.4
241010,"Poço Branco","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.85,95.66,45.89,58.75,9.73,9.01,47.97,61.42,17.46,1.58,9.42,94.01,NA,5.99,2.33,2.33,201,0.36,88.86,335.92
241020,"Portalegre","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102040] Prefeitura Municipal de Portalegre - PMP","Água; Res Sólidos",5.12,5912.29,0.93,6.44,NA,30.28,100,0,9.52,NA,3.34,140.05,59.08,76.62,4.12,9.76,42.19,54.71,30.23,1.28,6.97,96.61,NA,3.39,2.94,2.94,48,0.36,69.12,262.59
241025,"Porto do Mangue","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24102540] PREFEITURA MUNICIPAL - PMPM","Água; Res Sólidos",4.69,49069.25,3.66,0,NA,229.97,100,0,NA,NA,13.13,85.75,48.75,58.75,4.33,6.03,56.85,68.52,12.25,0.95,7.04,79.94,NA,20.06,7.77,7.77,261,0.45,119.84,106.86
241030,"Presidente Juscelino","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,79.63,32.06,37.87,4.77,6.53,40.26,47.55,31.93,0.12,8.2,92.99,NA,7.01,2.92,2.92,213,0.36,120.36,290.13
241040,"Pureza","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,150.49,74.32,93.24,16.79,13.53,49.38,61.96,20.72,1.73,8.99,92.96,NA,7.04,2.9,2.9,683,0.37,53.11,274.45
241050,"Rafael Fernandes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24105040] Prefeitura Municipal de Rafael Fernandes - PMRF","Água; Res Sólidos",NA,NA,1.87,0,NA,20.72,NA,NA,NA,NA,15.03,122.67,78.09,96.9,4.61,15.6,63.66,78.99,0.22,0.22,12.72,94.22,NA,5.78,2.75,2.75,475,0.61,70.5,292.54
241060,"Rafael Godeiro","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.24,111.85,52.66,73.29,5.28,12.58,47.08,65.53,11.75,2.96,11.24,96.65,NA,3.35,2.88,2.88,323,0.37,73.54,249.14
241070,"Riacho da Cruz","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,152.19,90.08,109.83,5.05,15.38,59.19,72.16,10.29,1.21,10.11,96.87,NA,3.13,8.93,8.93,48,0.33,63.13,91.86
241080,"Riacho de Santana","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24108040] PREFEITURA MUNICIPAL DE RIACHO DE SANTANA - PMRS","Água; Res Sólidos",3.98,51428.57,1.71,100,NA,204.55,0,100,NA,NA,4.03,240.59,121.13,172.46,5.97,37.94,50.35,71.68,7,1.33,15.77,88.94,NA,11.06,3.87,3.87,176,0.42,43.62,181.57
241090,"Riachuelo","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.02,174.71,69.33,86.67,6.94,20.67,39.68,49.61,32.34,0.54,11.83,71.65,19.26,9.09,6.33,3.57,490,0.43,49.99,224.14
241100,"Rodolfo Fernandes","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.36,128.02,60.1,79.06,4.81,12.86,46.94,61.76,16.84,3.86,10.05,95.6,NA,4.4,2.89,2.89,160,0.4,70.24,262.92
241105,"Tibau","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,136.18,58,64.42,7.1,13,42.59,47.31,34.5,1.4,9.54,92.1,NA,7.9,3.8,3.8,325,0.36,71.03,237.01
241110,"Ruy Barbosa","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.23,121.87,32.77,39.03,4.85,4.08,26.89,32.02,55.65,0.62,3.35,88.82,NA,11.18,3,3,225,0.36,74.92,280.01
241120,"Santa Cruz","RN",2015,"[24112011] Serviço Autônomo de Água e Esgoto - SAAE; [24112040] Prefeitura Municipal de Santa Cruz - RN - PMSC","Água e Esgoto; Res Sólidos",NA,NA,4.94,55.51,0.37,89.88,NA,NA,NA,0.33,-9.29,104.15,20.47,44.13,0,28.42,19.65,42.37,10.25,0.36,27.29,69.71,30.29,0,5.54,2.95,25,0.42,104.86,157.08
241140,"Santana do Matos","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,93.56,37.67,57.2,3.88,9.78,40.26,61.14,15.93,2.35,10.46,96.01,NA,3.99,3.54,3.54,89,0.43,100.81,185.86
241142,"Santana do Seridó","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24114240] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água e Esgoto; Res Sólidos",7.42,15950.77,1.96,0,NA,118.42,100,0,7.69,NA,15.02,181.39,118.92,130.11,4.05,18.69,65.56,71.73,7.9,4.68,10.31,69.48,25.5,5.03,12.38,5.86,219,0.39,48.11,156.01
241150,"Santo Antônio","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24115040] PREFEITURA MUNICIPAL DE SANTO ANTONIO/RN - PFMSA","Água e Esgoto; Res Sólidos",3.59,3636.36,11.76,0,NA,13.04,100,0,9.09,NA,11.23,103.2,45.05,62.42,4.77,7.46,43.65,60.48,22.63,0.41,7.23,88.51,5.65,5.84,3.39,2.95,236,0.44,86.79,244.47
241160,"São Bento do Norte","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.68,180.84,48.59,63.42,13.72,10.91,26.87,35.07,52.15,1.18,6.03,91.8,NA,8.2,1.53,1.53,340,0.38,46.76,499.13
241170,"São Bento do Trairí","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24117040] Prefeitura Municipal de São Bento doTrairi - RN","Água e Esgoto; Res Sólidos",NA,NA,2.36,0,NA,117.76,NA,NA,NA,NA,2.42,163.64,54.85,66.5,3.93,12.04,33.52,40.64,46.04,0.13,7.36,73.7,21.51,4.79,7.56,4.18,185,0.36,60.97,197.41
241180,"São Fernando","RN",2015,"[24118011] Prefeitura Municipal de São Fernando - PMSF; [24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,105.66,42.78,62.56,2.68,10.3,40.49,59.21,19.38,2.54,9.75,94.45,0,5.55,3.73,1.88,41,0.39,94.89,363.97
241190,"São Francisco do Oeste","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24119040] Prefeitura Municipal de São Francisco do Oeste - PMSFO","Água; Res Sólidos",4.09,NA,10,NA,NA,NA,46.15,53.85,15.38,NA,11.62,119.05,31.4,69.86,2.43,33.34,26.38,58.68,5.01,0.29,28.01,94.91,NA,5.09,2.59,2.59,123,0.41,76.45,173.83
241210,"São João do Sabugi","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24121040] Secretaria Municipal de Infraestrutura e Serviços Urbanos - SMIS","Água; Res Sólidos",4.81,35934.83,7.18,95.13,NA,172.69,12.5,87.5,12.5,NA,11.63,128.73,57.04,86.94,5.94,11.8,44.31,67.54,13.92,1.88,9.17,95.74,NA,4.26,2.91,2.91,118,0.44,68.13,225.35
241230,"São José do Campestre","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.79,96.57,28.95,39.3,4.14,5.39,29.98,40.7,43.75,0.09,5.58,86.74,NA,13.26,2.44,2.44,291,0.36,91.31,301.35
241240,"São José do Seridó","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64,133.67,53.5,101.45,3.54,11.43,40.03,75.9,8.14,0.25,8.55,73.32,23.01,3.67,3.76,1.94,135,0.45,71.14,271.61
241250,"São Miguel","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN; [24125040] Prefeitura Municipal de São Miguel - PMSM","Água; Res Sólidos",6.24,NA,1.95,NA,NA,NA,16.84,83.16,4.21,NA,-605.51,1924765.44,921143.5,1037076.7,0,616894.01,47.86,53.88,13.57,0.49,32.05,0.76,NA,99.24,3.29,3.29,12111,1.61,4.81,270.35
241255,"São Miguel do Gostoso","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.86,174.58,52.05,67.94,14.7,11.7,29.82,38.92,47.51,1.31,6.7,96.05,NA,3.95,3.76,3.76,3208,0.38,36.55,203.79
241260,"São Paulo do Potengi","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,98.6,44.14,52.86,5.13,7.09,44.77,53.61,28.76,0.78,7.19,90.76,4.68,4.56,3.39,2.88,162,0.4,87.8,289.49
241270,"São Pedro","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.58,68.69,22.15,28.38,4.28,9.41,32.25,41.32,30.21,0.97,13.7,93.8,NA,6.2,2.55,2.55,235,0.36,118,306.36
241280,"São Rafael","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,130.82,67.19,86.16,6.88,16.08,51.36,65.86,12.09,2.36,12.29,73.64,20.6,5.77,5.53,3.24,145,0.4,69.36,241
241290,"São Tomé","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,119.76,45.18,56.46,4.58,12.5,37.72,47.14,33.34,0.54,10.44,78.16,10.4,11.43,4.08,2.89,230,0.39,78.25,276.65
241300,"São Vicente","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.74,154.44,48.08,63.47,5.57,16.36,31.13,41.1,35.92,6.18,10.59,96.24,NA,3.76,2.59,2.59,120,0.37,57.69,292.74
241310,"Senador Elói de Souza","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.86,71.12,28.14,33.3,4.54,4.21,39.56,46.82,33.6,0.13,5.91,93.32,NA,6.68,2.46,2.46,251,0.37,122.42,343.63
241330,"Serra de São Bento","RN",2015,"[24081000] Companhia de Águas e Esgotos do Rio Grande do Norte - CAERN","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,136.6,25.68,29.96,4.18,3.57,18.8,21.93,68.4,0.06,2.61,96.16,NA,3.84,2.49,2.49,81,0.36,73.97,344.14
